stock no.,link,gross_profit_changes
08406,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08406,"21.53%, 5.39%, 19.06%, 7.28%"
08432,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08432,"-0.23%, 7.39%, 11.59%, 13.13%"
00038,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00038,"-4.98%, -25.98%, -62.6%, 109.83%"
00057,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00057,"56.99%, 11.42%, -16.4%, -4.16%"
00118,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00118,"-17.26%, 30.56%, 6.77%, -13.64%"
00187,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00187,"60.01%, 98.49%, -46.14%, 0.65%"
00365,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00365,"-138.32%, -288.56%, -179.48%, -249.06%"
00387,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00387,"8.25%, -22.12%, 32.57%, -16.75%"
00558,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00558,"16.86%, 22.92%, -11.47%, -19.25%"
00564,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00564,"-16.79%, 131.02%, 194.52%, -1.12%"
00631,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00631,"-56.12%, 167.07%, 75.94%, 28.62%"
00641,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00641,"9.94%, 9.5%, -8.81%, -29.28%"
00679,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00679,"37.65%, -14.24%, -44.2%, 72.52%"
00840,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00840,"-30.94%, 96.97%, -43.08%, 84.6%"
00936,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00936,"-23.27%, 49.16%, -56.13%, 13.5%"
01020,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01020,"-164.44%, 196.53%, 38.84%, 15.5%"
01156,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01156,"-6.1%, 50.7%"
01157,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01157,"-41.88%, 32.1%, 80.58%, 67.13%"
01289,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01289,"80.97%, 66.76%, 24.52%, -55.28%"
01301,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01301,"-23.26%, 34.42%, -42.49%, -10.59%"
01341,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01341,"2.33%, -58.54%, 105.89%, 128.94%"
01496,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01496,"-39.62%, 23.4%, -54.3%, -38.5%"
01536,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01536,"-8.35%, -35.34%, 77.1%, 0.07%"
01645,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01645,"132.14%, 35.34%, 18.32%"
01651,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01651,"34.13%, 62.13%, 50.98%, -44.99%"
01660,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01660,"4.95%, -1.33%, 25.87%, 35.63%"
01673,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01673,"-5.72%, 49.86%, -11.86%, -38.67%"
01786,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01786,"5.25%, -51.23%, 17.55%, 1.06%"
01882,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01882,"15.04%, 29.23%, -4.74%, -9.56%"
02039,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02039,"-9.45%, 45.46%, -0.69%, -10.43%"
02102,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02102,"-8.92%, 93.72%, -11.83%, 33.21%"
02398,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02398,"10.16%, 5.88%, -6.97%, -28.08%"
00137,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00137,"-31.13%, 4.98%, 4.32%, -20.92%"
00144,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00144,"-7.6%, 2.56%, 27.55%, -15.33%"
00316,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00316,"-61.59%, 109.44%, 28.23%, 13.57%"
00351,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00351,"-394.88%, -118.67%, 1173.09%, -29.7%"
00517,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00517,"-21.21%, 15.22%, -9.72%, -1.93%"
00560,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00560,"-0.82%, -5.85%, -17.33%, -24.05%"
00598,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00598,"31.1%, -90.78%, -0.08%, -23.75%"
01138,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01138,"-14.18%, -18.03%, -20.33%, 44.58%"
01145,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01145,"-45.21%, -211.45%, -23.51%, 46.06%"
01199,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01199,"-0.0%, 5.12%, 40.34%, -7.14%"
01308,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01308,"9.58%, 26.15%, 0.35%, 18.03%"
01549,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01549,"-14.81%, -17.58%, -7.65%, -11.13%"
01719,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01719,"5.47%, 9.43%, 20.32%, -20.11%"
01732,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01732,"12.68%, 42.42%, 28.26%, -17.87%"
01748,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01748,"45.67%, 106.88%, 9.21%, -3.46%"
01919,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01919,"-114.76%, -1489.39%, 25.91%, 59.4%"
01990,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01990,"1.07%, 7.82%, -15.77%, -0.44%"
02343,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02343,"1221.45%, -145.48%, 239.4%, -13.58%"
02682,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02682,"56.49%, 20.76%, -11.19%, -4.7%"
02866,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02866,"118.74%, 88.0%, 23.57%, -9.2%"
02880,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02880,"-4.61%, 5.48%, 10.2%, 23.45%"
03369,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03369,"-52.42%, 87.34%, 14.04%, 0.75%"
03378,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03378,"8.45%, 6.41%, 1.25%, 3.45%"
03382,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03382,"-1.07%, -20.98%, -12.66%, 1.34%"
03683,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03683,"-86.92%, -829.86%, 19.74%, -73.16%"
06117,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06117,"39.85%, 15.25%, 6.88%"
06119,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06119,"7.33%, 13.82%, -5.5%, 1.76%"
06198,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=06198,"26.82%, 26.55%, 8.88%, 9.91%"
08020,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08020,"-59.83%, 3.94%, -2.67%, -67.9%"
08502,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08502,"1.96%, 63.18%, 92.02%, 79.8%"
00286,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00286,"-0.88%, 24.18%, 16.98%, 96.41%"
00383,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00383,"94.29%, 105.07%, -38.2%, 108.77%"
00419,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00419,"-67.75%, -39.9%, 257.27%, 2.09%"
00648,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00648,"-20.72%, -10.04%, -57.67%, 69.39%"
00673,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00673,"63.54%, 53.21%, 17.2%, 7.0%"
00708,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00708,"-9.61%, 319.69%, 35.33%, 64.78%"
00722,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00722,"22.2%, -16.32%, 24.79%, -1.63%"
00853,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00853,"7.59%, 17.2%, 47.62%, 20.09%"
00876,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00876,"78.79%, 10.86%, -3.34%, 12.05%"
00928,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00928,"109.92%, 316.3%, 6.05%, -65.91%"
01066,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01066,"1.77%, 11.6%, 34.97%, 20.71%"
01298,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01298,"8.83%, -43.41%, -39.73%, 266.58%"
01302,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01302,"9.49%, 20.04%, 37.07%, 17.54%"
01358,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01358,"-45.58%, -17.01%, 11.87%, 13.77%"
01419,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01419,"-4.39%, 7.7%, 1.92%, -23.53%"
01501,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01501,"31.85%, 52.19%, 47.34%"
01509,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01509,"23.22%, -2.44%, -8.86%, 1.81%"
01515,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01515,"23.38%, 64.33%, 13.23%, 0.74%"
01518,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01518,"72.95%, 6.28%, -8.02%, 9.99%"
01526,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01526,"26.46%, 13.28%, -3.73%, 25.32%"
01612,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01612,"4.26%, 3.12%, 3.53%, 4.11%"
01696,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01696,"8.47%, 17.64%, 12.43%, 16.5%"
01789,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01789,"31.86%, 40.83%, 55.0%, 57.32%"
01833,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01833,"128.93%, 141.37%, 48.99%, 28.45%"
01846,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01846,"32.39%, 32.65%, 16.28%"
01858,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01858,"30.78%, 35.44%, 47.01%, 86.67%"
01931,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01931,"28.98%, 7.82%, 279.6%"
01951,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01951,"127.65%, 36.73%, 97.71%"
02120,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02120,"9.93%, 51.46%, 16.18%, -18.92%"
02138,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02138,"40.05%, 36.14%, 38.63%, 6.09%"
00239,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00239,"0.52%, -1.38%, -21.74%, 4.66%"
00401,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00401,"-13.59%, -68.96%, -59.09%, 58.13%"
00455,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00455,"8.39%, 125.27%, 56.86%, -14.87%"
00460,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00460,"-1.76%, -9.23%, 19.74%, -3.54%"
00503,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00503,"12.12%, -3.51%, -41.66%, 10.1%"
00512,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00512,"28.28%, 43.12%, 27.51%, 27.83%"
00570,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00570,"72.11%, 22.81%, 33.15%, 38.46%"
00574,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00574,"-31.05%, -21.53%, -32.58%, -30.44%"
00575,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00575,"-39.88%, 1578.53%, 17.22%, -88.24%"
00587,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00587,"1.85%, 59.76%, -1.85%, -6.85%"
00719,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00719,"19.69%, 26.64%, 24.62%, 18.63%"
00858,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00858,"-4.21%, 17.96%, -13.48%"
00867,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00867,"42.31%, 19.45%, 12.61%, 16.07%"
00874,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00874,"-4.34%, 19.13%, 27.61%, 27.82%"
00950,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00950,"3.1%, 2.12%, 9.37%, 6.95%"
01011,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01011,"-43.78%, 90.77%, -12.85%, -38.18%"
01061,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01061,"17.64%, 18.39%, 31.99%, 6.14%"
01093,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01093,"20.84%, 48.14%, 48.86%, 14.36%"
01099,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01099,"10.42%, 26.02%, 19.88%, 20.18%"
01110,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01110,"42.68%, -0.12%, -3.61%, -14.16%"
01177,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01177,"10.92%, -6.43%, 42.31%, 15.67%"
01345,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01345,"28.29%, 21.57%, -12.34%, 7.49%"
01477,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01477,
01498,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01498,"14.09%, 13.49%, 14.91%, -12.32%"
01513,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01513,"21.23%, 11.09%, 0.97%, 8.94%"
01521,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01521,"61.13%, 9.06%, 10.01%"
01558,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01558,"41.33%, 81.66%, 59.84%, 151.09%"
01652,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01652,"28.23%, 13.39%, -0.25%, -15.45%"
01666,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01666,"17.56%, 6.74%, -3.86%, -15.38%"
01681,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01681,"35.86%, 34.84%, 12.7%, -8.89%"
00198,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00198,"106.53%, 41.33%, -18.96%, -127.96%"
00326,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00326,"-147.8%, -100.39%, 301.49%, 44.72%"
00391,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00391,"-74.93%, 202.97%, -34.75%, 432.73%"
00491,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00491,"-8.91%, 546.08%, 63.05%, -3.48%"
00547,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00547,"47.65%, -34.23%, -35.24%, 90.1%"
00571,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00571,"-21.54%, -6.29%, -52.75%, -36.96%"
00800,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00800,"44.13%, 1.16%, 1.85%, -14.66%"
00953,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00953,"27.67%, 235.32%, 93.61%, 65.85%"
01003,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01003,"-109.36%, 31.66%, -1623.37%, 284.61%"
01046,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01046,"12.04%, -57.45%, -66.44%, 573.21%"
01060,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01060,"-842.31%, 1157.62%, -24.52%, -11.29%"
01132,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01132,"5.41%, -21.64%, 8.52%, 2.33%"
01137,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01137,"-120.25%, 310.58%, 86.18%, 56.79%"
01159,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01159,"-6097.82%, -104.16%, -1285.83%, 509.36%"
01326,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01326,"-37.77%, 19.08%, 89.45%, -33.77%"
01566,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01566,"58.87%, -16.75%, -28.63%, -57.29%"
01740,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01740,"-70.26%, 352.81%, -23.32%"
01859,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01859,"77.68%, 29.84%, 130.42%"
01896,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01896,"197.31%, 96.26%, 35.26%, 12.77%"
01970,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01970,"-4.13%, 11.63%, -2.72%, 1.86%"
01981,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01981,"-27.11%, 81.93%"
02309,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02309,"34.0%, 119.14%, -19.66%, -16.0%"
02366,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02366,"60.1%, -73.16%, -181.3%, -120.14%"
08075,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08075,"-34.73%, -84.16%, 132.93%, 17.62%"
08078,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08078,"82.15%, -32.53%, -70.84%, -61.06%"
08082,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08082,"19.67%, 218.89%, 55.78%, -66.3%"
08172,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08172,"-10339.18%, -110.64%, -963.38%, -96.96%"
08175,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08175,"95.85%, 28.47%, -43.39%, -44.65%"
08220,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08220,"-38.95%, 7.98%, -21.5%, -39.8%"
08228,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=08228,"65.6%, 211.52%, -28.4%, 23.65%"
01716,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01716,"60.38%, -23.59%, -14.17%, -15.87%"
02383,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02383,"-11.86%, -4.06%, 6.9%, -3.41%"
03636,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03636,"4.07%, 23.51%, 5.38%, 1.84%"
00098,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00098,"-0.57%, 22.97%, 33.13%, 10.29%"
00166,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00166,"-6.88%, -17.97%, 61.11%, 7.15%"
00195,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00195,"-483.07%, 16.52%, -72.18%, -59.72%"
00358,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00358,"73.9%, 30.99%, -20.41%, 22.95%"
00433,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00433,"78.35%, 194.56%, -30.93%, 25.87%"
00486,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00486,"-22.39%, 45.64%, 1.72%, -43.61%"
00505,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00505,"113.89%, -5.09%, -20.22%, -3.96%"
00521,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00521,"93.34%, 1262.91%, 85.07%, 2.33%"
00601,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00601,"824.37%, -7.16%, 35.08%, 1.64%"
00637,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00637,"-95384.47%, 38.34%, -81.55%, -95.2%"
00661,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00661,"1164.66%, 36.96%, 1.67%, 7.95%"
00769,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00769,"-104.91%, 419.9%, 135.76%, 27.6%"
00976,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00976,"-582.78%, 965.5%, -27.69%, -47.87%"
00985,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00985,"-41.24%, 16.45%, 67.58%, 106.85%"
01080,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01080,"182.89%, 6.36%, 78.58%, -36.15%"
01091,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01091,"-584.07%, 31.95%, 52.28%, -27.86%"
01164,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01164,"49.73%, -71.9%, 10.76%, 9.16%"
01208,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01208,"29.52%, 48.33%, -1.61%, -17.46%"
01258,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01258,"59.15%, 116.07%, 15.88%, -6.4%"
01303,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01303,"-105.43%, 818.78%, -41.67%, -62.76%"
01333,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01333,"18.2%, 0.96%, 31.71%, -15.04%"
01378,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01378,"57.24%, 15.38%, -5.98%, 6.91%"
01636,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01636,"-130.76%, 188.24%, -289.52%, 10.11%"
01772,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01772,"234.77%, 66.63%, 4.7%, -29.44%"
01891,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=01891,"-11.03%, 69.63%, 8.56%, -13.77%"
02078,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02078,"-16.81%, -22.9%, -34.17%, -98.21%"
02133,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02133,"-102.95%, -1291.7%, 252.73%, -78.79%"
02362,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02362,"-70.74%, 4828.43%, 71.16%, -55.2%"
02600,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=02600,"323.43%, 39.56%, -10.31%, -8.21%"
03833,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=03833,"-146.03%, 108.77%, 57.06%, 0.24%"
00033,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00033,"261.86%, -1.04%, -24.42%, 86.29%"
00056,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00056,"-21.09%, 12.37%, 5.72%, 8.4%"
00086,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00086,"-13.08%, 9.63%, 13.32%, -7.71%"
00109,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00109,"174.21%, -0.07%, -6.9%, -16.59%"
00172,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00172,"72.45%, -73.35%, 23.95%, -74.13%"
00211,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00211,"15.53%, 4.05%, 0.64%, -34.23%"
00318,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00318,"8.02%, 78.0%, 42.2%, 0.29%"
00335,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00335,"24.61%, -2.55%, 63.98%, -8.7%"
00373,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00373,"-13.72%, 12.84%, 13.79%, 3.52%"
00379,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00379,"-56.87%, -24.18%, -8.04%"
00388,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00388,"-16.89%, 18.57%, 20.39%, 2.8%"
00397,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00397,"-48.1%, -55.01%, 22.07%, 151.92%"
00412,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00412,"91.35%, 132.88%, -34.57%, 92.56%"
00474,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00474,"-81.16%, -14.07%, 5.22%, 8.65%"
00530,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00530,"51.84%, -0.06%, -13.17%, -4.65%"
00559,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00559,"184.75%, -8.0%, 186.72%, -30.54%"
00605,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00605,"-5.61%, 9.15%, -16.22%, -8.41%"
00622,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00622,"33.94%, 71.12%, -107.56%, -1744.18%"
00628,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00628,"1.58%, 192.57%, -0.87%, -3.6%"
00629,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00629,"59.35%, 417.97%, -42.78%, 20.64%"
00668,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00668,"16.61%, 32.18%, -28.31%, 145.13%"
00730,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00730,"66.39%, 30.11%, -8.35%, 6.36%"
00736,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00736,"372.23%, -2.25%, -18.6%, 7.37%"
00764,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00764,"-24.06%, -105.25%, -3610.68%, 2.48%"
00766,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00766,"-18.6%, 11.23%, 13.21%, -7.2%"
00767,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00767,"448.72%, -50.71%, -33.12%, -11.54%"
00900,http://www.aastocks.com/tc/stocks/quote/detail-quote.aspx?symbol=00900,"10.3%, -10.53%, 105.72%, -1.86%"
